ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento,MacroCategoria,Total_Compra,Categoria_Cliente
30,bloques,South Thomas,increase,200,17,4/14/2023,Juan Manning,krystalmcdaniel@example.org,175-317-5834,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Tarjeta,En camino,Sin comentario,38,Juguetería,3400,Regular
9,silla,Courtneymouth,TV,2400,11,5/6/2023,Andrew Mitchell,lharmon@example.net,369-774-6572,93043 Kiara Crossroad Port Amandachester WI 16919,Tarjeta,Entregado,Sin comentario,78,Hogar,26400,Regular
18,crema,East Brittany,at,700,11,7/10/2023,Jessica Davis,eric87@example.org,491-474-2586,7474 Sean Pine Frazierchester OK 57469,Tarjeta,Entregado,Producto defectuoso,83,Cuidado Personal,7700,VIP
13,tubería,East Brittany,still,200,13,11/20/2023,Mark Mays,matthew29@example.com,236-332-5014,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Tarjeta,Entregado,Producto defectuoso,53,construcción,2600,VIP
9,tubería,Jodichester,north,2400,25,1/14/2023,Lisa Stafford,edward94@example.org,557-193-8141,29340 Murphy Parkway North Robert KS 42070,Tarjeta,Entregado,Sin comentario,25,construcción,60000,Regular
1,freno,Susanton,north,1500,2,9/23/2023,Karl Cardenas,paul49@example.net,280-504-6212,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Tarjeta,En camino,Producto defectuoso,74,Automotriz,3000,VIP
14,crema,North Jasmine,despite,2800,11,9/12/2023,Michelle Mitchell,wwilson@example.org,857-262-8794,403 Ashley Mountains Apt 918 Nicholasberg MI 72538,Tarjeta,Entregado,Producto defectuoso,74,Cuidado Personal,30800,Regular
14,tubería,North Brittney,spring,300,29,8/13/2023,Daniel Garcia,brianboyd@example.org,096-236-8217,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Tarjeta,Entregado,Sin comentario,72,construcción,8700,Regular
27,crema,Lake Juan,leg,900,27,7/8/2023,Roger Stephens,karaware@example.net,101-988-9703,233 Peterson Canyon Tranmouth ND 40770,Tarjeta,En camino,Producto defectuoso,27,Cuidado Personal,24300,VIP
21,silla,Briannaport,member,1300,25,9/12/2023,Alan Bird,walkerraven@example.net,686-499-0991,915 Mathis Camp Apt 447 Thomastown MS 44338,Tarjeta,Entregado,Producto defectuoso,83,Hogar,32500,Regular
2,tubería,Milesburgh,budget,200,17,3/14/2023,Alan Bird,walkerraven@example.net,630-469-6433,0827 Jill Cape Suite 299 Angieport DC 15542,Efectivo,En camino,Producto defectuoso,25,construcción,3400,Regular
12,cereal,Port Kelly,say,2400,25,9/13/2023,Samantha Hodges,david09@example.com,101-988-9703,PSC 2182 Box 8243 APO AP 79039,Efectivo,Entregado,Producto defectuoso,98,Alimentos,60000,VIP
3,zapatos,Andrewside,movement,2600,8,8/17/2023,Crystal Chambers,lweaver@example.org,314-325-7035,PSC 2182 Box 8243 APO AP 79039,Tarjeta,En camino,Producto defectuoso,72,Ropa,20800,VIP
11,crema,Kevinton,movement,200,14,6/7/2023,Brittney Guerra,dhuber@example.com,630-469-6433,848 Jimmy Hill Apt 415 Stanleyside MA 75473,Efectivo,Entregado,Producto defectuoso,21,Cuidado Personal,2800,Regular
4,smartphone,Jodichester,north,700,11,4/14/2023,Kelsey Lopez,steelejulian@example.net,338-955-6200,30768 Louis Mill Lake Carmen LA 47934,Tarjeta,En camino,Producto defectuoso,38,Tecnología,7700,VIP
19,freno,East Brittany,increase,1500,11,7/15/2023,David Norton,parkerandrew@example.org,870-860-8083,22214 Janet Plaza Suite 903 West Christopherside DC 40075,Efectivo,En camino,Producto defectuoso,72,Automotriz,16500,VIP
7,tubería,Jessechester,industry,300,11,1/14/2023,Angela Taylor,david09@example.com,236-332-5014,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Tarjeta,En camino,Producto defectuoso,36,construcción,3300,VIP
18,crema,West Charles,individual,1100,14,9/23/2023,Lisa Stafford,cwilliams@example.com,857-262-8794,0262 Cheryl Union Sampsonfurt ME 63401,Efectivo,Entregado,Sin comentario,83,Cuidado Personal,15400,VIP
2,tubería,Brendanberg,grow,700,23,11/20/2023,Roger Stephens,ydavid@example.com,630-469-6433,22214 Janet Plaza Suite 903 West Christopherside DC 40075,Tarjeta,En camino,Sin comentario,39,construcción,16100,VIP
25,bloques,North Thomastown,letter,1600,12,8/27/2023,Jennifer Holmes,walkerraven@example.net,602-238-8997,03346 Tony Spring Apt 633 Ericberg AK 73272,Tarjeta,Entregado,Sin comentario,97,Juguetería,19200,Regular
1,silla,East Josephland,despite,900,14,6/7/2023,Kelsey Lopez,paul02@example.com,475-336-0709,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Tarjeta,En camino,Producto defectuoso,74,Hogar,12600,Regular
20,smartphone,Milesburgh,still,200,26,5/5/2023,Robert Bryant,karaware@example.net,175-317-5834,507 Johnson Port Banksshire AK 72140,Tarjeta,En camino,Producto defectuoso,55,Tecnología,5200,VIP
6,smartphone,Milesburgh,matter,1500,9,8/17/2023,Juan Manning,hornebeth@example.com,105-592-6193,0262 Cheryl Union Sampsonfurt ME 63401,Tarjeta,Entregado,Sin comentario,53,Tecnología,13500,VIP
6,bloques,Port Kelly,popular,2300,29,8/13/2023,Karl Cardenas,brianboyd@example.org,369-774-6572,233 Peterson Canyon Tranmouth ND 40770,Tarjeta,En camino,Producto defectuoso,88,Juguetería,66700,Regular
16,bloques,North Jasmine,despite,700,23,9/1/2023,Roger Stephens,paul02@example.com,602-238-8997,403 Ashley Mountains Apt 918 Nicholasberg MI 72538,Tarjeta,Entregado,Producto defectuoso,4,Juguetería,16100,Regular
22,bloques,Port Kelly,spring,2500,11,8/13/2023,Cynthia Hayes,wwilson@example.org,686-499-0991,29340 Murphy Parkway North Robert KS 42070,Tarjeta,Entregado,Producto defectuoso,21,Juguetería,27500,Regular
3,zapatos,Port Alexachester,finish,200,14,11/20/2023,Charles Williams,paul02@example.com,621-875-1265,493 Cameron Ramp Veronicatown MI 81010,Tarjeta,Entregado,Producto defectuoso,78,Ropa,2800,Regular
19,smartphone,East Jonathan,still,2500,26,9/13/2023,Benjamin Chan,edward94@example.org,509-821-0932,03346 Tony Spring Apt 633 Ericberg AK 73272,Tarjeta,Entregado,Sin comentario,21,Tecnología,65000,VIP
10,crema,South Timothyberg,at,1600,24,7/15/2023,Crystal Chambers,brianboyd@example.org,491-474-2586,664 Berger Rapid South Suzanne WV 68526,Tarjeta,Entregado,Producto defectuoso,98,Cuidado Personal,38400,VIP
13,smartphone,Vasquezborough,forward,200,27,6/17/2023,Sharon Lowe,harperdanielle@example.net,594-337-5421,0262 Cheryl Union Sampsonfurt ME 63401,Tarjeta,En camino,Producto defectuoso,53,Tecnología,5400,Regular
18,cereal,North Thomastown,leader,1100,27,7/8/2023,Sharon Lowe,krystalmcdaniel@example.org,236-332-5014,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Tarjeta,Entregado,Producto defectuoso,78,Alimentos,29700,VIP
3,bloques,New Reginaldmouth,exist,200,24,6/17/2023,Crystal Chambers,ydavid@example.com,314-325-7035,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Tarjeta,En camino,Sin comentario,43,Juguetería,4800,VIP
18,bloques,South Thomas,leader,700,22,5/6/2023,Sean Mitchell,walkerraven@example.net,369-774-6572,493 Cameron Ramp Veronicatown MI 81010,Tarjeta,Entregado,Producto defectuoso,25,Juguetería,15400,Regular
10,crema,Lake Juan,industry,900,7,5/6/2023,Robert Bryant,vhill@example.org,175-317-5834,507 Johnson Port Banksshire AK 72140,Efectivo,Entregado,Producto defectuoso,12,Cuidado Personal,6300,VIP
30,tubería,North Thomastown,leader,2000,25,3/13/2023,Larry Welch,sandersbeth@example.org,314-325-7035,507 Johnson Port Banksshire AK 72140,Tarjeta,Entregado,Sin comentario,28,construcción,50000,VIP
16,bloques,Nguyenshire,individual,800,16,8/17/2023,Karl Cardenas,rdaugherty@example.net,338-955-6200,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Efectivo,En camino,Sin comentario,14,Juguetería,12800,VIP
14,silla,East Janicemouth,say,2100,21,5/6/2023,Carla Orozco,wwilson@example.org,175-317-5834,848 Jimmy Hill Apt 415 Stanleyside MA 75473,Tarjeta,Entregado,Producto defectuoso,12,Hogar,44100,Regular
15,tubería,South Thomas,increase,1600,2,6/21/2023,Angela Taylor,edward94@example.org,686-499-0991,PSC 2182 Box 8243 APO AP 79039,Tarjeta,En camino,Sin comentario,74,construcción,3200,Regular
8,crema,Andrewside,despite,700,25,9/12/2023,Lisa Stafford,briangonzales@example.net,338-955-6200,2644 Gonzalez Mills Apt 856 Port Frank IN 25816,Efectivo,En camino,Producto defectuoso,38,Cuidado Personal,17500,Regular
27,bloques,Brendanberg,matter,900,22,12/4/2022,Benjamin Chan,ydavid@example.com,369-774-6572,67032 Megan Cliffs Suite 876 Loveside SD 53246,Tarjeta,En camino,Producto defectuoso,49,Juguetería,19800,VIP
13,tubería,Milesburgh,whom,300,25,8/27/2023,Robert Bryant,wwilson@example.org,621-875-1265,USS Fuller FPO AA 30334,Tarjeta,Entregado,Sin comentario,38,construcción,7500,Regular
30,crema,Port Kelly,budget,2000,23,6/7/2023,Samantha Hodges,rdaugherty@example.net,096-236-8217,22214 Janet Plaza Suite 903 West Christopherside DC 40075,Efectivo,Entregado,Sin comentario,4,Cuidado Personal,46000,VIP
12,crema,East Leah,industry,2500,10,7/25/2023,Jennifer Holmes,schmidtkrystal@example.org,686-499-0991,50604 Anthony Villages New William ME 95446,Efectivo,Entregado,Producto defectuoso,27,Cuidado Personal,25000,Regular
26,crema,Lindaport,set,200,16,7/25/2023,Benjamin Chan,parkerandrew@example.org,175-317-5834,7474 Sean Pine Frazierchester OK 57469,Efectivo,En camino,Producto defectuoso,78,Cuidado Personal,3200,VIP
6,cereal,Kevinton,despite,600,24,6/17/2023,Kelsey Lopez,matthew29@example.com,509-821-0932,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Tarjeta,Entregado,Producto defectuoso,98,Alimentos,14400,VIP
26,tubería,East Josephland,despite,2400,23,9/1/2023,Susan Harvey,paul02@example.com,641-800-6599,50604 Anthony Villages New William ME 95446,Tarjeta,En camino,Sin comentario,42,construcción,55200,VIP
18,bloques,South Thomas,leg,1500,23,1/18/2023,Sean Mitchell,eric24@example.com,105-592-6193,91315 Simpson Fork Apt 336 South Mark GA 64860,Tarjeta,Entregado,Producto defectuoso,30,Juguetería,34500,Regular
22,bloques,South Thomas,grow,900,11,8/27/2023,Benjamin Chan,cwilliams@example.com,372-568-4886,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Efectivo,Entregado,Producto defectuoso,12,Juguetería,9900,VIP
14,cereal,East Janicemouth,exist,700,18,8/17/2023,Karl Cardenas,krystalmcdaniel@example.org,491-474-2586,233 Peterson Canyon Tranmouth ND 40770,Efectivo,Entregado,Producto defectuoso,83,Alimentos,12600,VIP
17,tubería,East Jonathan,step,700,23,6/7/2023,Andrew Mitchell,lharmon@example.net,857-262-8794,29882 Stein Tunnel Apt 468 Port Jacquelineville HI 77063,Efectivo,Entregado,Producto defectuoso,12,construcción,16100,VIP
18,crema,East Jonathan,exist,700,16,1/4/2023,David Norton,rdaugherty@example.net,372-568-4886,915 Mathis Camp Apt 447 Thomastown MS 44338,Efectivo,Entregado,Sin comentario,39,Cuidado Personal,11200,VIP
17,crema,East Josephland,leader,2000,24,10/15/2023,Adam Mueller,david09@example.com,105-592-6193,USS Fuller FPO AA 30334,Efectivo,Entregado,Producto defectuoso,78,Cuidado Personal,48000,Regular
27,cereal,East Josephland,popular,1100,27,9/23/2023,Alan Bird,rbrown@example.org,369-774-6572,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Tarjeta,Entregado,Sin comentario,55,Alimentos,29700,VIP
20,tubería,East Jonathan,leader,1100,11,11/20/2023,Daniel Garcia,rdaugherty@example.net,369-774-6572,915 Mathis Camp Apt 447 Thomastown MS 44338,Efectivo,Entregado,Producto defectuoso,43,construcción,12100,Regular
4,crema,West Charles,set,1100,9,6/21/2023,Mark Mays,eric24@example.com,101-988-9703,50604 Anthony Villages New William ME 95446,Tarjeta,Entregado,Sin comentario,4,Cuidado Personal,9900,VIP
2,tubería,Port Kelly,north,200,10,1/4/2023,Samantha Hodges,sandersbeth@example.org,612-821-1834,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Tarjeta,Entregado,Producto defectuoso,87,construcción,2000,Regular
19,bloques,Lake Juan,say,2500,14,8/17/2023,Samantha Hodges,eric24@example.com,338-955-6200,29882 Stein Tunnel Apt 468 Port Jacquelineville HI 77063,Tarjeta,Entregado,Producto defectuoso,19,Juguetería,35000,Regular
14,smartphone,North Thomastown,leader,200,21,5/5/2023,Crystal Chambers,paul49@example.net,557-193-8141,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Efectivo,Entregado,Sin comentario,87,Tecnología,4200,Regular
28,crema,North Jasmine,increase,700,30,7/10/2023,Daniel Garcia,ydavid@example.com,096-236-8217,0262 Cheryl Union Sampsonfurt ME 63401,Tarjeta,En camino,Sin comentario,21,Cuidado Personal,21000,Regular
5,tubería,Susanton,leader,1500,28,9/23/2023,David Scott,brianboyd@example.org,557-543-1910,848 Jimmy Hill Apt 415 Stanleyside MA 75473,Tarjeta,Entregado,Sin comentario,88,construcción,42000,VIP
16,bloques,East Jonathan,TV,300,18,6/7/2023,Samantha Parker,matthew29@example.com,857-262-8794,67032 Megan Cliffs Suite 876 Loveside SD 53246,Tarjeta,En camino,Producto defectuoso,55,Juguetería,5400,Regular
3,tubería,Larrychester,industry,1600,29,9/12/2023,Samantha Hodges,paul49@example.net,612-821-1834,9978 Kenneth Plaza Suite 069 Monicafurt NM 39529,Efectivo,En camino,Sin comentario,19,construcción,46400,Regular
14,smartphone,Port Alexachester,north,2000,23,1/4/2023,Dr Monica Woods,eric87@example.org,338-955-6200,37970 Hudson Falls Downshaven PA 58533,Efectivo,Entregado,Sin comentario,97,Tecnología,46000,VIP
24,tubería,East Janicemouth,member,900,23,4/14/2023,Carla Orozco,cwilliams@example.com,857-262-8794,7474 Sean Pine Frazierchester OK 57469,Efectivo,Entregado,Sin comentario,27,construcción,20700,VIP
18,smartphone,New Reginaldmouth,exist,600,26,3/14/2023,Kelsey Lopez,sandersbeth@example.org,175-317-5834,USS Fuller FPO AA 30334,Efectivo,En camino,Sin comentario,83,Tecnología,15600,Regular
12,zapatos,North Thomastown,leg,1300,9,7/10/2023,Dr Monica Woods,karaware@example.net,101-988-9703,50604 Anthony Villages New William ME 95446,Efectivo,Entregado,Sin comentario,43,Ropa,11700,Regular
18,crema,Nguyenshire,increase,2500,21,7/8/2023,Sharon Lowe,hornebeth@example.com,339-100-4282,93043 Kiara Crossroad Port Amandachester WI 16919,Efectivo,Entregado,Sin comentario,19,Cuidado Personal,52500,Regular
17,crema,Brendanberg,matter,2800,22,12/4/2022,Mark Mays,steelejulian@example.net,314-325-7035,493 Cameron Ramp Veronicatown MI 81010,Tarjeta,En camino,Sin comentario,19,Cuidado Personal,61600,VIP
25,bloques,East Josephland,budget,200,15,1/14/2023,Lisa Stafford,briangonzales@example.net,101-988-9703,91315 Simpson Fork Apt 336 South Mark GA 64860,Tarjeta,Entregado,Producto defectuoso,25,Juguetería,3000,VIP
5,bloques,Courtneymouth,increase,1300,14,5/5/2023,Samantha Parker,schmidtkrystal@example.org,369-774-6572,03346 Tony Spring Apt 633 Ericberg AK 73272,Tarjeta,Entregado,Sin comentario,43,Juguetería,18200,Regular
24,cereal,Lindaport,budget,1100,16,7/10/2023,Lisa Stafford,powersjimmy@example.org,101-988-9703,848 Jimmy Hill Apt 415 Stanleyside MA 75473,Efectivo,Entregado,Sin comentario,97,Alimentos,17600,VIP
20,smartphone,Lindaport,forward,200,27,3/14/2023,Kelsey Lopez,wwilson@example.org,870-860-8083,91315 Simpson Fork Apt 336 South Mark GA 64860,Efectivo,En camino,Producto defectuoso,19,Tecnología,5400,VIP
7,bloques,Andrewside,increase,700,21,3/14/2023,Juan Manning,karaware@example.net,525-194-7529,4412 Lee Dam Apt 872 Hunterbury HI 03589,Efectivo,Entregado,Sin comentario,88,Juguetería,14700,Regular
21,bloques,Larrychester,leg,1100,15,7/15/2023,Carla Orozco,parkerandrew@example.org,475-336-0709,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Efectivo,Entregado,Sin comentario,4,Juguetería,16500,VIP
12,tubería,Trujillofort,industry,2100,11,1/4/2023,Benjamin Chan,david09@example.com,641-800-6599,9978 Kenneth Plaza Suite 069 Monicafurt NM 39529,Efectivo,Entregado,Producto defectuoso,27,construcción,23100,Regular
26,smartphone,South Timothyberg,group,2100,15,12/4/2022,Kelsey Lopez,krystalmcdaniel@example.org,314-325-7035,0262 Cheryl Union Sampsonfurt ME 63401,Tarjeta,Entregado,Sin comentario,97,Tecnología,31500,VIP
7,bloques,Milesburgh,matter,1300,22,11/20/2023,Alan Bird,rbrown@example.org,491-474-2586,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Efectivo,En camino,Producto defectuoso,30,Juguetería,28600,VIP
24,smartphone,East Leah,at,200,27,9/12/2023,Dr Monica Woods,schmidtkrystal@example.org,890-231-3672,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Efectivo,Entregado,Sin comentario,30,Tecnología,5400,VIP
23,silla,Briannaport,grow,700,21,3/13/2023,Angela Taylor,krystalmcdaniel@example.org,101-988-9703,93043 Kiara Crossroad Port Amandachester WI 16919,Tarjeta,Entregado,Producto defectuoso,49,Hogar,14700,Regular
2,crema,North Jasmine,grow,1500,11,6/17/2023,Andrew Mitchell,brianboyd@example.org,236-332-5014,025 Billy Row Lisaside AR 96338,Efectivo,Entregado,Sin comentario,39,Cuidado Personal,16500,Regular
9,bloques,Trujillofort,grow,1300,13,3/13/2023,Andrew Mitchell,sandersbeth@example.org,621-875-1265,915 Mathis Camp Apt 447 Thomastown MS 44338,Efectivo,Entregado,Sin comentario,53,Juguetería,16900,Regular
30,cereal,East Josephland,movement,200,23,3/13/2023,Lisa Stafford,vhill@example.org,686-499-0991,9978 Kenneth Plaza Suite 069 Monicafurt NM 39529,Efectivo,En camino,Producto defectuoso,12,Alimentos,4600,VIP
17,crema,East Brittany,set,2600,9,6/7/2023,Samantha Hodges,schmidtkrystal@example.org,338-955-6200,664 Berger Rapid South Suzanne WV 68526,Tarjeta,En camino,Sin comentario,53,Cuidado Personal,23400,VIP
21,crema,Trujillofort,leg,2600,11,9/23/2023,Sharon Lowe,harperdanielle@example.net,557-543-1910,29340 Murphy Parkway North Robert KS 42070,Tarjeta,En camino,Producto defectuoso,53,Cuidado Personal,28600,Regular
14,crema,East Leah,exist,1100,27,10/15/2023,Samantha Hodges,rbrown@example.org,314-325-7035,2644 Gonzalez Mills Apt 856 Port Frank IN 25816,Efectivo,Entregado,Producto defectuoso,36,Cuidado Personal,29700,Regular
5,tubería,South Thomas,exist,2400,21,4/14/2023,Carla Orozco,eric24@example.com,857-262-8794,50604 Anthony Villages New William ME 95446,Efectivo,En camino,Producto defectuoso,18,construcción,50400,VIP
4,smartphone,Andrewside,north,2600,30,10/15/2023,Sharon Lowe,estesjon@example.org,105-592-6193,USS Fuller FPO AA 30334,Efectivo,En camino,Sin comentario,14,Tecnología,78000,Regular
29,bloques,Andrewside,popular,1300,25,6/17/2023,Robert Bryant,estesjon@example.org,236-332-5014,9978 Kenneth Plaza Suite 069 Monicafurt NM 39529,Efectivo,En camino,Producto defectuoso,98,Juguetería,32500,Regular
5,tubería,Brendanberg,north,900,27,1/14/2023,David Scott,steelejulian@example.net,612-821-1834,507 Johnson Port Banksshire AK 72140,Tarjeta,Entregado,Producto defectuoso,42,construcción,24300,VIP
30,silla,South Timothyberg,north,700,11,11/20/2023,Crystal Chambers,rdaugherty@example.net,369-774-6572,915 Mathis Camp Apt 447 Thomastown MS 44338,Efectivo,Entregado,Producto defectuoso,25,Hogar,7700,VIP
14,smartphone,East Josephland,rich,2100,23,6/21/2023,Adam Mueller,sandersbeth@example.org,280-504-6212,507 Johnson Port Banksshire AK 72140,Tarjeta,Entregado,Producto defectuoso,27,Tecnología,48300,VIP
21,crema,Andrewside,still,1500,22,12/4/2022,Jennifer Holmes,matthew29@example.com,890-231-3672,025 Billy Row Lisaside AR 96338,Efectivo,En camino,Producto defectuoso,30,Cuidado Personal,33000,Regular
3,silla,Milesburgh,increase,2800,16,6/28/2023,David Norton,ydavid@example.com,491-474-2586,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Tarjeta,Entregado,Producto defectuoso,98,Hogar,44800,VIP
10,smartphone,Andrewside,pay,300,16,10/15/2023,Adam Mueller,ydavid@example.com,557-543-1910,025 Billy Row Lisaside AR 96338,Tarjeta,Entregado,Producto defectuoso,14,Tecnología,4800,VIP
4,tubería,East Josephland,popular,900,16,8/27/2023,David Norton,hornebeth@example.com,621-875-1265,PSC 2182 Box 8243 APO AP 79039,Efectivo,En camino,Producto defectuoso,18,construcción,14400,VIP
9,bloques,Lake Juan,say,2500,28,2/9/2023,Jennifer Holmes,harperdanielle@example.net,557-543-1910,2644 Gonzalez Mills Apt 856 Port Frank IN 25816,Tarjeta,Entregado,Producto defectuoso,72,Juguetería,70000,Regular
16,zapatos,Andrewside,pay,700,13,9/13/2023,Brittney Guerra,eric87@example.org,557-193-8141,0262 Cheryl Union Sampsonfurt ME 63401,Efectivo,En camino,Sin comentario,53,Ropa,9100,VIP
21,bloques,Jessechester,forward,700,30,3/14/2023,Benjamin Chan,eric24@example.com,594-337-5421,0262 Cheryl Union Sampsonfurt ME 63401,Tarjeta,Entregado,Sin comentario,42,Juguetería,21000,VIP
9,cereal,South Timothyberg,leader,200,24,9/13/2023,Cynthia Hayes,rdaugherty@example.net,686-499-0991,664 Berger Rapid South Suzanne WV 68526,Efectivo,Entregado,Sin comentario,38,Alimentos,4800,Regular
12,bloques,Valerietown,individual,600,9,6/21/2023,Cynthia Hayes,estesjon@example.org,621-875-1265,403 Ashley Mountains Apt 918 Nicholasberg MI 72538,Tarjeta,En camino,Producto defectuoso,36,Juguetería,5400,VIP
30,smartphone,Milesburgh,job,700,26,6/6/2023,Samantha Hodges,krystalmcdaniel@example.org,594-337-5421,493 Cameron Ramp Veronicatown MI 81010,Tarjeta,Entregado,Sin comentario,36,Tecnología,18200,VIP
21,bloques,Jessechester,industry,1100,21,5/6/2023,Jennifer Holmes,edward94@example.org,339-100-4282,025 Billy Row Lisaside AR 96338,Tarjeta,Entregado,Sin comentario,19,Juguetería,23100,VIP
30,silla,East Janicemouth,TV,1100,17,7/10/2023,Daniel Garcia,wliu@example.net,630-469-6433,93043 Kiara Crossroad Port Amandachester WI 16919,Tarjeta,En camino,Sin comentario,14,Hogar,18700,Regular
30,smartphone,Susanton,matter,700,11,6/21/2023,Samantha Hodges,steelejulian@example.net,890-231-3672,50604 Anthony Villages New William ME 95446,Tarjeta,En camino,Producto defectuoso,36,Tecnología,7700,Regular
26,cereal,East Jonathan,movement,200,16,6/7/2023,Michelle Mitchell,hornebeth@example.com,509-821-0932,0262 Cheryl Union Sampsonfurt ME 63401,Efectivo,Entregado,Producto defectuoso,78,Alimentos,3200,Regular
27,bloques,Andrewside,pay,2000,17,6/21/2023,Sean Mitchell,matthew29@example.com,175-317-5834,18235 Carl Garden Apt 025 Lake Miranda LA 16737,Efectivo,Entregado,Producto defectuoso,14,Juguetería,34000,VIP
30,crema,New Reginaldmouth,individual,2300,16,1/4/2023,Samantha Hodges,eric24@example.com,096-236-8217,37970 Hudson Falls Downshaven PA 58533,Tarjeta,Entregado,Producto defectuoso,97,Cuidado Personal,36800,Regular
19,bloques,Jessechester,increase,1300,8,9/23/2023,Brittney Guerra,paul49@example.net,557-193-8141,283 Cynthia Groves Apt 671 Weavermouth ID 06739,Efectivo,En camino,Producto defectuoso,14,Juguetería,10400,VIP
15,crema,Lake Juan,letter,600,9,12/4/2022,Sean Mitchell,brianboyd@example.org,266-167-3098,11613 Miller Ridges Suite 186 East Nicholas MN 69937,Efectivo,Entregado,Producto defectuoso,12,Cuidado Personal,5400,Regular
15,tubería,Courtneymouth,pay,2100,25,2/9/2023,Michelle Mitchell,paul49@example.net,525-194-7529,769 Dickerson Drive Jasminemouth HI 08895,Efectivo,En camino,Producto defectuoso,53,construcción,52500,Regular
1,crema,East Josephland,north,2800,10,3/14/2023,Mark Mays,paul49@example.net,857-262-8794,PSC 2182 Box 8243 APO AP 79039,Tarjeta,Entregado,Producto defectuoso,24,Cuidado Personal,28000,VIP
22,smartphone,Lake Juan,forward,1300,21,2/9/2023,Jennifer Holmes,ydavid@example.com,557-193-8141,507 Johnson Port Banksshire AK 72140,Tarjeta,Entregado,Producto defectuoso,28,Tecnología,27300,Regular
1,bloques,North Brittney,grow,2100,11,9/23/2023,Roger Stephens,paul49@example.net,096-236-8217,22214 Janet Plaza Suite 903 West Christopherside DC 40075,Efectivo,Entregado,Producto defectuoso,27,Juguetería,23100,VIP
3,bloques,South Timothyberg,TV,700,30,11/20/2023,Mark Mays,cwilliams@example.com,369-774-6572,22214 Janet Plaza Suite 903 West Christopherside DC 40075,Tarjeta,Entregado,Sin comentario,42,Juguetería,21000,VIP
1,zapatos,East Jonathan,TV,200,21,3/14/2023,Carla Orozco,walkerraven@example.net,369-774-6572,233 Peterson Canyon Tranmouth ND 40770,Tarjeta,Entregado,Producto defectuoso,83,Ropa,4200,VIP
13,bloques,Valerietown,much,2000,25,6/28/2023,Andrew Mitchell,paul49@example.net,890-231-3672,0262 Cheryl Union Sampsonfurt ME 63401,Efectivo,En camino,Producto defectuoso,27,Juguetería,50000,Regular
29,freno,Nguyenshire,movement,300,28,9/12/2023,David Norton,eric87@example.org,686-499-0991,664 Berger Rapid South Suzanne WV 68526,Tarjeta,Entregado,Producto defectuoso,83,Automotriz,8400,Regular
8,silla,West Charles,set,1300,11,12/4/2022,Angela Taylor,rbrown@example.org,338-955-6200,493 Cameron Ramp Veronicatown MI 81010,Efectivo,Entregado,Producto defectuoso,24,Hogar,14300,Regular
15,smartphone,Brendanberg,letter,1100,12,3/22/2023,Adam Mueller,walkerraven@example.net,641-800-6599,507 Johnson Port Banksshire AK 72140,Efectivo,Entregado,Sin comentario,18,Tecnología,13200,Regular
12,silla,Jodichester,grow,2400,22,6/28/2023,Jennifer Holmes,briangonzales@example.net,509-821-0932,769 Dickerson Drive Jasminemouth HI 08895,Efectivo,Entregado,Producto defectuoso,83,Hogar,52800,Regular
6,smartphone,North Jasmine,step,1600,14,6/17/2023,Dr Monica Woods,ydavid@example.com,557-193-8141,67032 Megan Cliffs Suite 876 Loveside SD 53246,Efectivo,En camino,Producto defectuoso,21,Tecnología,22400,VIP
22,zapatos,Vasquezborough,exist,1600,28,8/13/2023,Roger Stephens,wliu@example.net,890-231-3672,29882 Stein Tunnel Apt 468 Port Jacquelineville HI 77063,Efectivo,Entregado,Producto defectuoso,53,Ropa,44800,VIP
15,silla,Port Kelly,movement,700,30,11/20/2023,Adam Mueller,briangonzales@example.net,686-499-0991,50604 Anthony Villages New William ME 95446,Tarjeta,En camino,Producto defectuoso,4,Hogar,21000,VIP
22,crema,Courtneymouth,forward,200,26,11/20/2023,Samantha Hodges,eric87@example.org,848-723-3346,30768 Louis Mill Lake Carmen LA 47934,Efectivo,Entregado,Sin comentario,83,Cuidado Personal,5200,VIP
13,zapatos,Milesburgh,at,1600,28,9/13/2023,Alan Bird,david09@example.com,280-504-6212,915 Mathis Camp Apt 447 Thomastown MS 44338,Tarjeta,En camino,Sin comentario,43,Ropa,44800,Regular
